a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,
9.154332,9.777520,9.523606,9.717399,9.862056,9.529405,9.431440,8.934904,8.538469,8.316904,7.770623,7.460860,6.789148,6.108890,5.290994,4.615009,3.591418,2.903531,2.406079,1.557360,0.675680,-0.365612,-1.192358,-2.135380,-2.884610,-3.389386,-4.344615,-5.239418,-6.075014,-6.293832,-6.917631,-7.426069,-8.035218,-8.570513,-8.927274,-9.299600,-9.251381,-9.503159,-9.946898,-9.757988,-9.339885,-9.768670,-9.145787,-9.204688,-8.829005,-8.192389,-7.813654,-7.038484,-6.442763,-5.928831,-5.128941,-4.347667,-4.091311,-3.054903,-2.226020,-1.449324,-0.876492,0.137944,1.286355,1.796930,2.680441,3.774224,4.482559,4.864956,5.871456,6.457106,7.002472,7.491073,8.289438,8.578143,8.989532,9.215979,9.654836,9.783319,9.928587,9.806207,9.371624,9.614246,9.316996,8.917203,
9.660024,9.370098,9.504379,9.706717,9.504379,9.350566,9.549852,9.083834,8.727073,8.265328,7.951903,7.329325,6.639912,5.858333,5.256508,4.619892,3.716849,2.831507,2.184515,1.139561,0.586566,-0.080264,-1.256752,-1.840266,-2.893155,-3.328349,-4.607685,-5.250099,-5.675222,-6.443068,-6.804102,-7.710501,-8.382824,-8.271126,-9.176611,-8.940397,-9.191259,-9.537339,-9.659108,-9.512314,-9.424726,-9.601123,-9.554735,-8.885464,-8.678243,-8.196051,-7.711722,-7.539293,-6.764122,-5.816828,-5.269021,-4.339122,-3.693350,-3.346965,-2.423475,-1.571093,-0.593280,-0.007630,1.024201,2.024293,3.024995,3.789178,4.275643,5.184179,5.534532,6.196783,7.139805,7.679373,8.391980,8.709067,9.171117,9.263588,9.350261,9.470809,9.579760,9.871822,9.874569,9.733573,9.050569,8.841517,
9.415265,9.316691,9.611194,9.656667,9.751579,9.797052,9.171117,9.285867,8.573870,8.290658,8.049867,7.307657,6.881314,6.172674,5.217139,4.673910,3.894772,2.900479,2.146062,1.652882,0.758690,-0.444960,-1.272622,-1.684927,-2.797021,-3.536790,-4.497513,-5.376751,-5.836970,-6.676534,-6.830042,-7.900632,-8.343455,-8.441420,-9.193091,-9.054537,-9.287088,-9.475692,-9.442122,-9.406110,-9.538255,-9.508652,-9.554430,-8.846706,-8.427381,-8.374279,-7.759636,-7.070223,-6.456191,-5.906247,-5.360271,-4.308603,-3.567614,-3.100375,-2.500076,-1.563158,-0.677206,-0.018616,1.161534,1.944334,2.518998,3.573412,4.406262,5.254372,5.751213,6.354869,7.284158,7.359233,8.182318,8.392285,9.150670,9.453413,9.709769,9.592273,9.949644,9.815058,9.740898,9.674978,9.281899,8.879360,
9.159825,9.461653,9.440901,9.731742,9.481185,9.692068,9.052705,8.724937,8.458815,8.037660,7.710501,7.200232,6.512955,5.997192,5.265664,4.523453,3.856624,2.954192,2.503739,1.551866,0.693381,-0.264901,-0.885647,-1.749626,-2.609638,-3.806269,-4.261299,-5.354472,-5.794855,-6.277352,-6.783959,-7.630543,-8.367565,-8.308969,-9.150365,-9.257790,-9.652699,-9.488510,-9.975890,-9.754326,-9.372845,-9.671926,-9.405805,-9.273659,-8.588519,-7.972045,-7.634205,-7.010102,-6.915799,-6.227607,-5.510422,-4.681845,-3.664968,-3.060091,-2.113102,-1.642811,-0.621967,0.268563,1.125523,2.115848,2.686239,3.294473,4.453871,4.915006,5.506760,6.272469,7.012543,7.824641,8.120365,8.464309,8.934599,9.226356,9.510788,9.382916,9.946287,9.838862,9.600513,9.487899,9.582507,9.251381,
9.497665,9.656362,9.738762,9.547105,9.885556,9.600818,9.306009,8.718833,8.830226,8.078555,7.511521,7.263710,6.384472,5.758538,5.289163,4.318369,3.992431,3.302713,2.084414,1.477401,0.489822,-0.491653,-1.331217,-2.117374,-2.541276,-3.845332,-4.598529,-5.275735,-5.692312,-6.550798,-7.130955,-7.390362,-7.851192,-8.522294,-8.680685,-9.255348,-9.554735,-9.444258,-9.579760,-9.421674,-9.886776,-9.721366,-9.434187,-8.742943,-8.763085,-8.431654,-7.549669,-7.259438,-6.920377,-6.283456,-5.072787,-4.880825,-4.050417,-3.288675,-2.521439,-1.426435,-0.600299,0.244148,1.308939,2.122562,2.915738,3.681143,4.569536,4.996185,5.961791,6.195563,7.338786,7.571032,8.143559,8.342845,8.663594,9.105502,9.358806,9.464705,9.478133,9.414045,9.485763,9.420759,9.111606,8.724937,
9.466536,9.775079,9.909360,9.904172,9.681387,9.783013,9.496445,8.730735,8.763695,8.485366,7.557909,7.061678,6.541337,5.896786,5.586718,4.777062,3.974425,3.099765,2.460097,1.298563,0.660421,-0.524308,-1.207312,-1.946471,-2.730491,-3.890500,-4.080020,-5.175329,-5.921812,-6.526688,-7.172765,-7.759636,-7.924436,-8.412122,-8.748436,-9.243141,-9.181494,-9.640492,-9.916684,-9.424421,-9.890744,-9.510483,-9.312113,-8.755455,-8.531144,-8.540300,-7.526475,-7.000031,-6.725059,-5.814386,-5.083163,-4.420301,-4.066286,-2.972503,-2.024598,-1.640980,-0.439161,0.560320,0.896023,1.744133,2.721030,3.779717,4.535356,5.270852,5.705130,6.546525,7.003388,7.737358,8.299814,8.745994,9.150670,9.012726,9.712821,9.555345,9.501633,9.860530,9.621876,9.308451,9.354534,8.818934,
9.186987,9.700613,9.576098,9.927366,9.715873,9.439985,9.188208,8.959014,8.581805,8.533586,7.491684,7.460555,6.804712,6.290475,5.490280,4.399854,3.820917,3.133335,2.335887,1.092257,0.394604,-0.387280,-0.873135,-1.865902,-2.768944,-3.723258,-4.093448,-5.297098,-5.733207,-6.713767,-7.014374,-7.729728,-8.295236,-8.609577,-8.789941,-9.316691,-9.426862,-9.852290,-9.694205,-9.946287,-9.715873,-9.602649,-9.282205,-8.789941,-8.837855,-8.519242,-7.930540,-7.439497,-6.590472,-6.196173,-5.145116,-4.693136,-3.714103,-2.761620,-2.104251,-1.348308,-0.834376,0.547197,1.164586,1.742302,2.835780,3.730583,4.098331,5.391400,6.100040,6.479995,7.209693,7.508469,8.052919,8.823511,8.915983,9.282815,9.288003,9.553514,9.588610,9.854732,9.797357,9.729301,9.347514,8.919034,
9.620350,9.793085,9.924619,9.453719,9.895932,9.396039,9.077731,9.210486,8.585467,8.165532,7.955870,7.526475,6.392712,6.229743,5.499130,4.781335,3.866085,3.244728,2.055116,1.423078,0.415357,-0.506302,-1.281472,-1.923582,-2.795495,-3.883175,-4.351024,-4.909207,-6.103397,-6.635029,-7.317423,-7.621387,-8.281808,-8.517106,-8.930326,-9.308145,-9.576098,-9.880673,-9.939268,-9.612720,-9.565416,-9.743645,-9.037446,-8.774071,-8.681906,-8.430433,-7.810602,-7.139195,-6.911527,-5.999634,-5.476241,-4.653462,-3.712882,-2.958159,-2.286142,-1.277505,-0.478530,0.126652,1.016266,2.204657,3.016755,3.609729,4.399243,5.029145,6.049074,6.531266,6.823023,7.682424,8.027284,8.448439,9.109775,8.957793,9.476913,9.725333,9.411298,9.574877,9.497360,9.770501,8.994720,8.806421,
9.342326,9.768670,9.877621,9.709159,9.561754,9.773553,9.566637,8.972747,8.827784,8.064821,7.967162,7.002777,6.694845,6.289865,5.256508,4.686728,3.934141,3.005463,2.172308,1.619922,0.354930,-0.434889,-1.204260,-2.109745,-2.521439,-3.792535,-4.316538,-5.227821,-5.764031,-6.553240,-7.125462,-7.810907,-8.236946,-8.632466,-9.006928,-9.310892,-9.329508,-9.479354,-9.422285,-9.617603,-9.740593,-9.387799,-9.146092,-9.008759,-8.939787,-8.098392,-7.520981,-7.341838,-6.642659,-5.717032,-5.331889,-4.342479,-3.921018,-2.840968,-2.164678,-1.351054,-0.486465,0.488296,0.952788,2.019715,3.015534,3.503830,4.146855,5.150914,5.970946,6.288339,6.945097,7.746513,7.980285,8.290963,9.088412,9.461959,9.325236,9.577624,9.716178,9.574877,9.478744,9.506516,9.443953,8.731651,
9.719535,9.371624,9.469283,9.783929,9.662770,9.467757,9.337748,9.292276,8.889737,8.532365,7.691885,6.984161,6.847133,6.006348,5.123142,4.325694,3.714408,2.991119,2.030091,1.650746,0.329905,-0.577715,-1.057772,-2.281564,-2.655416,-3.482772,-4.628132,-5.143895,-5.624866,-6.195563,-7.088229,-7.454756,-7.972961,-8.673971,-8.795129,-9.005097,-9.629505,-9.478744,-9.683828,-9.447005,-9.663686,-9.422590,-9.476608,-8.894925,-8.392285,-8.238777,-7.748039,-7.094333,-6.523637,-5.885800,-5.030061,-4.812159,-3.563646,-2.990509,-2.228767,-1.208228,-0.421155,0.562761,1.050752,1.952879,2.956633,3.585009,4.193854,5.093844,5.773797,6.269723,7.090670,7.751396,8.378552,8.695029,9.189428,9.277627,9.505905,9.735099,9.699698,9.659719,9.744255,9.471114,9.260842,8.890652,
9.283425,9.650868,9.621570,9.706107,9.532456,9.222388,9.328898,9.247108,8.855251,8.360851,7.621082,6.990570,6.507157,5.750603,5.354472,4.827723,3.736686,3.056734,1.932127,1.596118,0.715354,-0.317087,-1.327555,-2.089602,-2.727439,-3.517563,-4.325083,-5.346232,-5.999023,-6.478469,-7.287820,-7.413862,-8.187506,-8.706320,-8.833888,-9.381695,-9.283731,-9.311197,-9.858089,-9.804376,-9.905393,-9.693899,-9.423200,-9.256264,-8.748131,-7.980590,-7.934812,-7.374187,-6.903592,-5.814997,-5.576647,-4.450514,-3.857540,-2.814722,-2.286752,-1.331523,-0.316477,0.097354,1.335490,1.719718,3.109836,3.586230,4.310739,5.039216,5.831782,6.198004,7.361064,7.786187,8.372753,8.552812,8.706015,9.418317,9.694815,9.613636,9.782098,9.560839,9.918821,9.534593,9.005097,8.898892,
9.505905,9.435102,9.518723,9.917905,9.663381,9.303568,9.509873,9.023103,8.485366,8.509171,7.745598,7.443770,6.828822,6.204718,5.272988,4.717551,3.945433,3.011261,2.320322,1.126133,0.720542,-0.336619,-0.993072,-2.101199,-3.116245,-3.719291,-4.671468,-5.248573,-5.628224,-6.432997,-6.862087,-7.780084,-8.287606,-8.464309,-8.849147,-9.067660,-9.391461,-9.335612,-9.897763,-9.536424,-9.407636,-9.530625,-9.330424,-9.266030,-8.869900,-8.393200,-7.705618,-7.413862,-6.766564,-5.908078,-5.290384,-4.307382,-4.034547,-2.873318,-2.290414,-1.170690,-0.305185,0.332041,0.957976,1.863155,3.067415,3.475143,4.161504,4.889065,5.558641,6.274911,7.019868,7.454146,7.972350,8.378857,8.661763,9.306314,9.545885,9.895627,9.584338,9.611194,9.623707,9.576708,9.204077,9.067049,
9.173864,9.606616,9.981384,9.550157,9.681692,9.575793,9.255959,8.788415,8.794519,7.979064,7.930845,7.341533,6.637165,6.036256,5.445112,4.789880,4.076357,3.292947,2.347484,1.374554,0.563677,-0.147099,-1.352580,-1.926939,-2.871792,-3.693350,-4.582049,-5.312662,-6.107669,-6.729637,-7.231361,-7.799310,-8.414869,-8.478957,-9.179968,-9.052095,-9.367656,-9.563585,-9.601123,-9.756462,-9.910276,-9.470199,-9.517808,-8.770714,-8.598285,-8.209479,-7.692190,-7.025666,-6.356395,-5.790582,-5.428022,-4.418775,-3.967711,-3.003021,-1.961119,-1.467940,-0.240791,0.472732,0.968047,2.026124,2.717368,3.530686,4.279000,4.939421,5.583666,6.656392,7.267678,7.747124,8.421278,8.586383,9.186987,9.245582,9.665517,9.606006,9.501022,9.618824,9.451277,9.563585,9.529405,9.275796,
9.564806,9.577319,9.642628,9.497055,9.922788,9.577013,9.522691,8.768883,8.825037,8.088015,7.691580,7.332682,6.404614,6.172979,5.055696,4.583880,4.029054,3.245033,2.054201,1.413312,0.646687,-0.411695,-1.449629,-1.944945,-2.941679,-3.353679,-4.447462,-5.174413,-6.111637,-6.602985,-6.921598,-7.598498,-7.871029,-8.801233,-9.203467,-9.010285,-9.568163,-9.583422,-9.434187,-9.571520,-9.575488,-9.382305,-9.305704,-8.816187,-8.378246,-7.952513,-7.957396,-7.126988,-6.801660,-6.032289,-5.009613,-4.332102,-3.796503,-2.842494,-2.214423,-1.183203,-0.524918,0.167241,1.090732,2.228462,2.620014,3.817560,4.638508,5.356914,5.726188,6.327403,6.817530,7.520066,8.371838,8.361461,8.692587,9.297769,9.587390,9.786065,9.877010,9.544053,9.540696,9.621570,9.170202,9.050264,
9.421064,9.763787,9.522691,9.492172,9.406415,9.192480,9.022797,8.722190,8.420972,8.346202,7.767571,7.392499,6.824244,5.678274,5.283059,4.259468,3.644826,2.989288,2.143620,1.328471,0.730918,-0.470290,-1.295206,-2.025208,-2.795495,-3.447066,-4.557634,-5.368511,-5.816523,-6.777856,-7.191687,-7.509079,-8.342540,-8.328196,-8.759423,-9.028291,-9.715262,-9.685354,-9.558092,-9.605090,-9.812311,-9.595935,-9.039888,-9.171422,-8.882412,-8.059023,-7.620472,-7.265847,-6.740623,-5.674917,-5.242470,-4.831080,-3.550829,-2.956938,-2.384716,-1.619312,-0.531327,0.180670,1.299783,1.741386,2.580950,3.660390,4.434339,5.052950,5.971252,6.778161,7.069002,7.767571,7.860652,8.737754,9.044465,9.356670,9.348735,9.368877,9.581286,9.572741,9.352702,9.513230,9.009369,8.835719,
9.525437,9.860836,9.804071,9.981994,9.810480,9.331034,9.398480,9.214148,8.604999,8.329722,7.497482,6.897183,6.786096,6.026490,5.473800,4.670248,3.678701,2.902005,1.955016,1.094089,0.311899,-0.064089,-1.496017,-2.056032,-3.050630,-3.678701,-4.128849,-5.453047,-5.929136,-6.392407,-6.855983,-7.392804,-8.125553,-8.328196,-8.976104,-9.529099,-9.721671,-9.586169,-9.452193,-9.523911,-9.502243,-9.622791,-9.116184,-8.855251,-8.837245,-8.206427,-7.482528,-7.344890,-6.746727,-5.755181,-5.546739,-4.260689,-3.977477,-2.964263,-2.251045,-1.546068,-0.630818,0.069887,0.994293,2.161321,2.628559,3.519700,4.253670,5.358745,5.643788,6.677145,7.084262,7.496872,8.083438,8.472854,8.740501,9.223609,9.263894,9.454634,9.983215,9.592273,9.844050,9.310282,8.998077,8.872646,
9.475997,9.518418,9.606006,9.801935,9.847713,9.599292,8.998383,8.691977,8.352306,8.356883,7.595752,7.099216,6.751610,5.777154,5.317240,4.441053,3.777581,3.088778,2.240364,1.248817,0.193182,-0.461745,-1.076998,-1.868038,-2.696005,-3.836787,-4.527421,-5.135655,-6.107974,-6.525468,-7.311319,-7.766350,-8.351085,-8.764306,-8.894009,-9.396649,-9.316691,-9.555040,-9.941404,-9.762261,-9.424421,-9.282815,-9.006012,-9.059114,-8.848231,-8.435621,-7.851802,-6.946928,-6.552324,-6.230964,-4.980926,-4.452345,-3.763237,-3.258461,-2.260811,-1.326029,-0.616474,0.657674,1.173132,2.086550,2.786950,3.866085,4.653157,5.300150,5.583666,6.747642,6.962188,7.404706,8.169500,8.321482,8.684042,9.282510,9.700613,9.784845,9.925840,9.866024,9.643849,9.471114,9.130528,9.271218,
9.261147,9.616077,9.759819,9.851375,9.839167,9.577319,9.251991,8.961760,8.565630,8.363292,7.525559,7.002167,6.728416,6.050295,5.221717,4.241157,4.051943,2.859584,1.938536,1.169469,0.463271,-0.184637,-1.307718,-1.759697,-2.918485,-3.717765,-4.694967,-5.397504,-5.791498,-6.519669,-7.360454,-7.926878,-8.409680,-8.820765,-8.691671,-9.501328,-9.470199,-9.738151,-9.818110,-9.646901,-9.479354,-9.229102,-9.281289,-8.874172,-8.623310,-8.476821,-7.567370,-7.059542,-6.475417,-5.905332,-5.466170,-4.648274,-3.961608,-3.136387,-1.956542,-1.039766,-0.529191,0.509659,1.209143,1.991638,2.851650,3.456526,4.131291,5.273904,6.121708,6.242256,7.014374,7.551195,7.957396,8.712119,8.959319,9.374676,9.653615,9.418317,9.702139,9.908444,9.626453,9.714347,9.220252,8.886074,
9.633778,9.336833,9.584643,9.568163,9.690237,9.492477,9.044771,9.260842,8.850673,7.975402,7.674490,7.036042,6.646016,5.802179,5.488754,4.458754,3.653981,3.203833,2.150639,1.546373,0.269173,-0.329600,-1.126438,-1.821345,-3.126621,-3.651540,-4.373302,-5.418256,-5.620594,-6.306650,-7.038484,-7.676016,-7.976623,-8.627583,-8.710593,-9.024934,-9.618519,-9.483322,-9.669485,-9.721976,-9.515366,-9.673147,-9.439070,-8.815577,-8.400220,-8.275399,-7.825251,-7.000946,-6.443373,-5.952635,-5.411542,-4.427931,-4.016541,-3.121433,-1.998962,-1.610157,-0.281686,0.207831,1.025422,1.901914,2.764977,3.607593,4.305857,5.320597,5.652944,6.617939,6.938993,7.434919,8.369701,8.620869,9.206214,9.473556,9.520859,9.805292,9.629810,9.760430,9.688711,9.694205,9.273049,8.992889,
9.488205,9.843135,9.660939,9.403363,9.865413,9.695730,9.293191,8.734397,8.490860,8.387097,7.930540,7.331462,6.730247,6.098819,5.488754,4.678793,3.549913,2.664876,2.315134,1.458785,0.591754,-0.296640,-0.965911,-1.861934,-2.976775,-3.826106,-4.330576,-4.902188,-5.865352,-6.333811,-7.236854,-7.845698,-8.437452,-8.585467,-9.080477,-8.985260,-9.688406,-9.665517,-9.702750,-9.874569,-9.553514,-9.709159,-9.326762,-8.946196,-8.568987,-7.915891,-7.603687,-7.344279,-6.818140,-5.642262,-5.339518,-4.231391,-3.788873,-3.088473,-1.993469,-1.127354,-0.483718,0.625629,1.468856,2.069155,2.990814,3.472396,4.287851,5.201575,5.814081,6.810511,7.396771,7.868282,8.187811,8.647114,8.995636,9.160436,9.677725,9.462874,9.826350,9.463485,9.724113,9.675588,9.263283,9.161351,
9.233070,9.552293,9.806818,9.697256,9.362774,9.536119,9.118931,8.909879,8.622089,8.233894,7.455672,7.195654,6.678365,5.991699,5.234535,4.354686,3.897214,2.815638,2.381970,1.449934,0.421766,-0.112003,-1.177709,-1.931822,-2.597430,-3.612476,-4.183782,-5.201575,-6.049379,-6.286508,-6.928312,-7.823420,-8.311716,-8.690451,-8.743248,-9.161962,-9.723502,-9.611499,-9.967956,-9.859004,-9.411298,-9.640187,-9.367656,-8.803674,-8.698996,-8.147221,-7.486801,-7.442244,-6.821802,-5.865352,-5.109104,-4.685507,-3.779717,-2.790307,-1.914731,-1.374248,-0.267647,0.604266,1.086459,1.846065,3.089084,3.714103,4.656209,5.072176,5.855281,6.310312,7.384564,7.452315,8.027284,8.688009,8.804285,9.498886,9.652394,9.450056,9.983520,9.736320,9.396344,9.408246,9.509568,9.131138,
9.367351,9.610279,9.451888,9.554125,9.689627,9.235206,9.224830,8.972442,8.408460,8.468276,7.461776,6.987213,6.634114,6.193731,5.157628,4.685507,3.817560,2.933134,1.988586,1.201209,0.732444,-0.354320,-1.058077,-2.250130,-2.813807,-3.889889,-4.427015,-5.042879,-5.774407,-6.815699,-6.992706,-7.876217,-8.279672,-8.459731,-8.679464,-9.220557,-9.507431,-9.425642,-9.985046,-9.822382,-9.528794,-9.702445,-8.984954,-9.124424,-8.362987,-7.907651,-7.490463,-7.153233,-6.560869,-6.057314,-5.343791,-4.727927,-3.556017,-2.980743,-2.330699,-1.151769,-0.513016,0.625629,1.300089,2.161626,2.691733,3.581042,4.234138,4.958647,6.018860,6.437269,7.012543,7.452010,8.312632,8.614154,9.189734,9.509262,9.701224,9.842830,9.742729,9.647816,9.716788,9.403668,9.248024,8.887295,
9.655751,9.768059,9.813532,9.916074,9.837336,9.363689,9.269997,8.839381,8.416089,8.233894,7.985473,6.990570,6.362804,6.152226,5.283670,4.489883,3.573717,3.073824,2.034669,1.407514,0.657369,-0.278939,-1.471603,-1.927244,-2.974334,-3.970763,-4.253670,-5.251320,-6.145817,-6.461074,-6.841334,-7.876217,-8.405408,-8.656270,-9.131748,-9.238258,-9.390545,-9.913022,-9.567858,-9.629200,-9.393292,-9.389630,-9.227271,-8.768273,-8.561663,-8.449965,-7.887814,-7.365337,-6.652120,-5.925474,-5.253761,-4.533219,-3.776971,-2.941069,-2.229682,-1.002838,-0.471511,0.488907,1.380657,1.996216,3.076571,3.982360,4.662618,5.431379,6.110721,6.815394,7.277749,7.670827,8.452406,8.343760,8.765831,9.245582,9.382611,9.808344,9.670400,9.693289,9.818110,9.207434,9.407941,8.734397,
9.502548,9.655141,9.470504,9.439375,9.656056,9.714042,9.443953,9.235511,8.589740,7.942137,7.662282,6.891385,6.826380,5.926389,5.005341,4.481643,3.743095,2.948088,2.056642,1.453291,0.263375,-0.142827,-1.478011,-1.892758,-2.973724,-3.926206,-4.182562,-5.076144,-5.797296,-6.377148,-7.042451,-7.825861,-8.363598,-8.813135,-9.231239,-9.028291,-9.314249,-9.506821,-9.649342,-9.986877,-9.564806,-9.179357,-9.393902,-8.844264,-8.349864,-8.466750,-7.632374,-6.922514,-6.646626,-5.972167,-5.262612,-4.236885,-4.015931,-2.804651,-2.243110,-1.338542,-0.392468,0.585345,1.224403,2.056337,2.743919,3.963439,4.175542,5.281228,5.877865,6.647847,7.438276,7.725761,8.413648,8.518326,8.776513,9.268166,9.733268,9.480880,9.832148,9.469893,9.728690,9.277017,9.387799,8.772240,
9.528184,9.455855,9.539781,9.968566,9.630116,9.377422,9.042024,8.768273,8.625752,8.145390,7.703482,7.051302,6.357616,5.659658,5.259560,4.344005,3.794061,3.196509,2.403333,1.285440,0.326548,-0.531022,-1.555223,-1.817072,-2.879727,-3.909726,-4.483169,-5.115207,-5.916929,-6.658223,-7.145299,-7.782220,-8.262886,-8.359325,-9.022187,-9.265419,-9.634999,-9.591662,-9.506821,-9.970092,-9.499802,-9.257179,-9.059420,-9.035005,-8.660848,-8.214972,-7.585681,-7.347331,-6.455275,-5.620594,-5.431990,-4.460891,-3.589282,-2.881558,-1.872311,-1.161534,-0.547197,0.172430,1.126133,1.849116,3.189184,3.779107,4.575945,5.193640,5.982543,6.592303,7.190771,7.722404,7.897885,8.777734,8.671834,9.520554,9.441816,9.437239,9.567858,9.549547,9.549547,9.254738,9.228492,8.970000,
9.542222,9.383526,9.849544,9.412824,9.452498,9.218116,9.241005,8.801843,8.349559,8.413343,7.469100,7.383343,6.436659,5.656606,5.301370,4.606159,3.659169,3.063143,2.210456,1.490829,0.307016,-0.479141,-1.425825,-1.839656,-3.156529,-3.483688,-4.200568,-5.440535,-5.670339,-6.262093,-7.106235,-7.783441,-8.272347,-8.345286,-9.085665,-9.010590,-9.551988,-9.629200,-9.986572,-9.946287,-9.577624,-9.441816,-9.498581,-8.721885,-8.331248,-8.239998,-7.740410,-7.368999,-6.574297,-6.140019,-5.086215,-4.438612,-3.577685,-2.983489,-2.112186,-0.993072,-0.254219,0.450148,1.556444,2.158574,2.680441,3.770257,4.409619,5.424360,5.976745,6.435438,7.043062,7.730338,7.915586,8.434095,8.883328,9.403058,9.426252,9.569689,9.668264,9.757073,9.827265,9.243446,9.390545,9.242531,
9.520249,9.755852,9.915159,9.618519,9.600513,9.548021,9.272439,8.733787,8.688620,8.007141,7.843562,7.426679,6.664937,5.857723,5.479293,4.315928,3.512375,2.871792,2.176275,0.969268,0.523392,-0.400708,-1.481368,-1.891842,-3.091830,-3.943602,-4.380016,-4.922025,-6.026795,-6.536454,-6.913358,-7.771233,-8.245186,-8.366039,-8.966643,-9.236427,-9.728690,-9.483016,-9.528794,-9.700308,-9.524522,-9.710074,-9.111606,-8.710288,-8.526261,-8.103580,-7.445296,-7.045808,-6.508377,-5.770135,-5.437483,-4.339732,-3.453780,-2.949614,-2.077090,-0.996429,-0.504166,0.434584,1.134373,2.119510,2.631611,3.838618,4.741661,5.273293,5.878475,6.368603,6.890164,7.857906,8.161260,8.348033,8.797876,9.048738,9.605090,9.763176,9.747002,9.841914,9.530320,9.281899,9.326456,8.923917,
9.377728,9.869991,9.913938,9.847407,9.910276,9.602649,9.200110,9.068270,8.447523,8.355052,7.412030,7.022004,6.339305,5.913572,5.210120,4.717246,3.541978,2.899869,1.935179,1.209143,0.129093,-0.210883,-1.207617,-2.222358,-2.819605,-3.442793,-4.691610,-5.355083,-5.784478,-6.344188,-7.410810,-7.519150,-7.945189,-8.888211,-9.197668,-9.151280,-9.520554,-9.343547,-9.793085,-9.559923,-9.839473,-9.522691,-9.049348,-8.754540,-8.764611,-8.105106,-7.431257,-7.091281,-6.798608,-5.646229,-5.010834,-4.594867,-3.706168,-3.170873,-2.225410,-1.503037,-0.585650,0.633869,1.204566,2.293161,3.178198,3.521226,4.729148,4.961394,5.944700,6.462600,6.989959,7.726676,7.988220,8.603473,8.932463,9.398175,9.276711,9.369182,9.819025,9.555651,9.423811,9.418928,9.057894,9.243446,
9.345683,9.877316,9.861446,9.848323,9.352092,9.415265,9.092685,9.092380,8.884854,8.326670,7.632984,6.985687,6.629841,5.859859,5.153966,4.522843,3.726920,2.854701,2.235176,0.962859,0.485855,-0.451674,-1.209449,-2.122868,-2.945952,-3.517869,-4.257027,-5.381939,-5.995056,-6.786401,-6.925260,-7.754143,-8.470412,-8.773156,-9.124119,-9.125034,-9.598987,-9.653310,-9.883419,-9.719840,-9.618519,-9.547716,-9.237953,-8.682211,-8.343455,-8.009278,-7.636341,-6.999420,-6.244392,-6.124149,-5.269021,-4.621418,-3.664052,-2.715232,-2.184820,-1.136204,-0.708945,0.723289,1.410871,2.341380,2.952666,3.865169,4.398633,5.103305,5.849178,6.741539,7.136448,7.747124,7.983642,8.582110,8.911710,9.273965,9.290750,9.681387,9.472640,9.925840,9.443648,9.189428,8.949553,9.200720,
9.745170,9.658498,9.983825,9.934690,9.404889,9.292276,9.399701,8.750572,8.685873,7.909177,7.815485,7.385174,6.751610,5.594043,5.189367,4.191412,3.611255,3.148289,2.309946,1.121250,0.139775,-0.417188,-1.036103,-2.252571,-2.975249,-3.614307,-4.272286,-5.220496,-5.988647,-6.329539,-6.888943,-7.684256,-8.278451,-8.803980,-8.929106,-9.414350,-9.176000,-9.832148,-9.572741,-9.567858,-9.779351,-9.186377,-9.203467,-8.920866,-8.363598,-8.170415,-7.429121,-7.368694,-6.331065,-6.105838,-5.438398,-4.548173,-3.523057,-2.852870,-2.176580,-1.537217,-0.431532,0.219428,1.271401,2.302622,3.057955,3.903623,4.419691,4.984893,5.654775,6.660054,7.036042,7.993408,7.943968,8.838771,9.039583,9.056673,9.425031,9.809565,9.446394,9.731132,9.673147,9.488510,9.485153,9.239479,
9.562059,9.498276,9.895322,9.858089,9.631947,9.287393,9.527268,8.719749,8.539384,8.280892,7.892697,7.014374,6.742149,6.147954,5.388348,4.200873,3.879208,3.170873,2.056032,1.189001,0.595416,-0.478835,-1.205481,-2.163457,-2.733238,-4.009827,-4.633930,-5.386212,-5.998413,-6.729026,-7.267067,-7.922605,-8.212226,-8.609272,-9.259316,-9.486679,-9.230323,-9.401227,-9.527573,-9.409467,-9.687796,-9.499191,-9.498276,-9.220862,-8.354137,-8.256783,-7.635731,-7.428510,-6.653035,-5.963927,-5.132298,-4.539933,-3.969543,-2.779931,-2.041993,-1.289712,-0.683309,0.355541,1.154515,2.066713,2.644734,3.730583,4.680013,5.035554,6.190069,6.376232,7.282937,7.678457,8.449660,8.775903,8.876308,8.959014,9.360637,9.755852,9.602954,9.775994,9.516282,9.646901,9.240394,8.924223,
